Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18
0.060607684,0.125247896,0.011907712,0.374175679,0.179799534,0.13082042,0.874029764,0.122925751,0.847847505,0.508656382,0.927571788,0.152053481,0.977425818,0.133909024,0.575127669,0.019623072,0.802081829,0.114366064
0.404453111,0.061158233,0.901719082,0.371180664,0.577234302,0.035336979,0.664306745,0.656840598,0.032576389,0.759176982,0.063324148,0.338325284,0.367250075,0.730911921,0.395518175,0.079957322,0.32585488,0.366943733
0.821721228,0.255772817,0.468752326,0.232554405,0.85430689,0.03106468,0.045500111,0.240189965,0.110324058,0.395053088,0.535776769,0.945178457,0.004845791,0.524251285,0.029951539,0.602355045,0.470478594,0.925114317
0.107265842,0.378942473,0.20066663,0.432884824,0.177560593,0.737990686,0.671542409,0.549021947,0.206125911,0.008552485,0.838383757,0.663495481,0.218106483,0.196567682,0.298513592,0.420349321,0.18842973,0.721929238
0.097023232,0.325647972,0.397495739,0.147916763,0.305353919,0.287944446,0.0987027,0.071326063,0.412532557,0.879594895,0.721283932,0.267779956,0.603759241,0.826018113,0.421747616,0.775634236,0.546570453,0.903039977
0.958493228,0.093085089,0.394497815,0.31529054,0.28779019,0.319450139,0.954000651,0.540826592,0.61623706,0.614637972,0.839162016,0.251340249,0.466761495,0.412027723,0.410893048,0.248403075,0.962400972,0.189900347
0.450460091,0.817287175,0.02970814,0.219785046,0.674937622,0.842198892,0.147827151,0.554894385,0.120382294,0.816738046,0.628698605,0.14154389,0.274899446,0.534784985,0.566501816,0.471268896,0.954593096,0.630842897
0.597702218,0.084975375,0.228067204,0.084859243,0.3215885,0.36785726,0.253450465,0.18724709,0.277978661,0.196680264,0.816219055,0.780094382,0.744474877,0.738242321,0.436170598,0.323718825,0.728702757,0.002900128
0.014614024,0.201535369,0.203808864,0.784260668,0.438652278,0.313468372,0.747175188,0.656195154,0.272410983,0.60854268,0.140246238,0.409973552,0.195799777,0.811827411,0.163094019,0.81900864,0.928009375,0.0500788
0.600803791,0.110310471,0.782514638,0.360330313,0.398467926,0.85773032,0.26937814,0.054691819,0.746505141,0.176841994,0.491478347,0.261563478,0.979629097,0.879434017,0.24782898,0.873070992,0.085374903,0.412314809
0.641164533,0.99579567,0.246812053,0.880163061,0.18027652,0.670886674,0.882935514,0.045257255,0.656567137,0.509552857,0.576563369,0.260985989,0.360792392,0.147438501,0.798946411,0.786687697,0.743599204,0.901889945
0.05030687,0.837954074,0.348126388,0.630835535,0.578444311,0.99487149,0.295841887,0.913993912,0.571861822,0.709503145,0.744389057,0.187785792,0.123508344,0.81202678,0.060218754,0.248019552,0.585165339,0.429812849
0.935081844,0.169130085,0.382940204,0.735724889,0.44630418,0.876674524,0.403277838,0.914047536,0.397802957,0.298829156,0.488508034,0.417850185,0.286554754,0.217616772,0.618845486,0.759224473,0.744107789,0.501829074
0.917645935,0.501230717,0.388152405,0.288891944,0.887456015,0.578693737,0.765699142,0.453534218,0.042095232,0.04665031,0.410503433,0.711714837,0.989300345,0.783330303,0.736490404,0.38310775,0.994712162,0.272759365
0.194716451,0.742493222,0.147457687,0.073546543,0.221588886,0.843198101,0.118952234,0.58920088,0.526806329,0.331727765,0.519842998,0.785109718,0.815076075,0.676926513,0.540089945,0.515118913,0.408664448,0.754871752
0.587469398,0.969354263,0.413239494,0.365077234,0.721858,0.43186116,0.743685264,0.137843186,0.686243097,0.360022322,0.856971865,0.795810518,0.323956654,0.680909969,0.983147872,0.540951531,0.049121935,0.734457581
0.567537124,0.927556099,0.679328534,0.657364436,0.007288843,0.694631099,0.080405108,0.269429225,0.871567824,0.487521943,0.40258102,0.845093499,0.391677979,0.025075049,0.230080853,0.763989785,0.755779433,0.212411714
0.123047981,0.036795986,0.742937217,0.470811341,0.400194206,0.290697616,0.850764031,0.998154011,0.177710775,0.073564497,0.439380126,0.653557062,0.955629519,0.773832224,0.332062527,0.943221128,0.583794797,0.678226066
0.301728275,0.524613051,0.618233364,0.86403626,0.984962985,0.058281556,0.831236974,0.278025362,0.384443703,0.691619584,0.822961261,0.594734523,0.234168671,0.336863167,0.603532709,0.349465342,0.5043619,0.64317585
0.683764206,0.172387571,0.022833425,0.841554924,0.491041715,0.081135399,0.217181336,0.937466629,0.867468091,0.793523773,0.287511983,0.492595666,0.588375887,0.264424056,0.385142281,0.696790727,0.072241815,0.027511911
0.769465173,0.77826115,0.818612133,0.606700006,0.773461349,0.361204257,0.403840798,0.842191836,0.139341262,0.439831004,0.348733773,0.593447912,0.263915447,0.536674913,0.448932355,0.870642004,0.780819413,0.537612642
0.154525406,0.255600466,0.605019187,0.2433044,0.310659536,0.502330901,0.816642683,0.663979107,0.095505731,0.856658278,0.139490231,0.239840053,0.885039619,0.110688855,0.466431211,0.590045389,0.897457968,0.55360424
0.242223811,0.029467091,0.262692012,0.047355838,0.834293047,0.817483953,0.984349342,0.283962045,0.241874083,0.126511708,0.154717742,0.05429023,0.747375144,0.460143689,0.739570868,0.580419555,0.352751625,0.72691005
0.904119314,0.685353247,0.726571016,0.295340859,0.606501684,0.747266893,0.323983026,0.810920478,0.505700937,0.11643428,0.907158033,0.990017781,0.574613499,0.218310714,0.264946995,0.724375936,0.333478009,0.900705055
0.314657814,0.513028468,0.497817289,0.49801719,0.901849421,0.640944525,0.871257573,0.258182151,0.92203947,0.323210797,0.972427364,0.479614275,0.270920388,0.948355159,0.940811008,0.112741191,0.598977488,0.689137836
0.481468313,0.52128383,0.518922709,0.143079874,0.847873322,0.325870699,0.05207793,0.269305535,0.344777162,0.824503097,0.350366805,0.505855295,0.21856472,0.220018149,0.151528187,0.085307247,0.326612852,0.264078077
0.97860189,0.353454487,0.465170553,0.288928384,0.56141146,0.745685298,0.994305522,0.815840006,0.49908677,0.385019374,0.717512338,0.955523906,0.753358041,0.21590948,0.509774196,0.378930156,0.066117859,0.322587261
0.928852172,0.673933383,0.546342073,0.695924989,0.546513501,0.014272279,0.982666152,0.040069067,0.443163629,0.507288893,0.989591185,0.601095027,0.834529255,0.639767468,0.767108119,0.860529099,0.615161148,0.882578872
0.576168421,0.962548713,0.301434401,0.078791313,0.465831464,0.537859346,0.206713953,0.976715479,0.714074272,0.984001591,0.184723484,0.404066978,0.840158597,0.640968764,0.34431759,0.227119153,0.545269567,0.274467526
0.640095283,0.968392633,0.183731683,0.024343152,0.645909388,0.625356004,0.743633284,0.048090195,0.748394925,0.020153142,0.302997995,0.895303266,0.510977388,0.871821328,0.920433115,0.386618246,0.724373876,0.190192139
0.072581381,0.615238656,0.885227463,0.108638782,0.237669848,0.767227816,0.24471263,0.205030809,0.1341945,0.501219126,0.800658356,0.001017913,0.366084111,0.552437047,0.363145338,0.570960659,0.680029665,0.520691315
0.063004995,0.694482362,0.455405159,0.10081337,0.640138453,0.764032784,0.046646322,0.357037548,0.055983459,0.690301634,0.412384955,0.152195058,0.955413906,0.873158377,0.219575476,0.04801869,0.776020245,0.344549703
0.235532493,0.039580647,0.284573663,0.541738647,0.414477616,0.120920338,0.18132326,0.857332173,0.67322218,0.663627869,0.217202543,0.335087598,0.77213364,0.647515478,0.36761974,0.281606815,0.15676529,0.751768519
0.895446891,0.955070125,0.789295794,0.196660206,0.807420327,0.780150628,0.75547985,0.298102457,0.722963422,0.266895389,0.878727772,0.75308167,0.966971581,0.479727637,0.555455236,0.666064129,0.138314293,0.183518899
0.50324714,0.097885949,0.471189921,0.727225138,0.536504827,0.058363845,0.590061065,0.008688506,0.435771272,0.655168486,0.025900877,0.987699366,0.7399252,0.965989959,0.557042635,0.056269006,0.836425081,0.773242945
0.093662856,0.871656155,0.220623129,0.935989676,0.88814466,0.010595711,0.646157292,0.295100347,0.495729312,0.099551861,0.553797652,0.079339874,0.917065544,0.5121089,0.497510999,0.785976626,0.039341071,0.857927417
0.289781589,0.987307464,0.446628097,0.734794636,0.964340925,0.595533144,0.626306206,0.620259723,0.801238961,0.937581105,0.934986727,0.462251571,0.942657498,0.461445874,0.753310628,0.769821388,0.481227305,0.471219544
0.320733218,0.604729595,0.138128095,0.645962411,0.988423794,0.383072054,0.269702512,0.949371261,0.738209529,0.196623195,0.714389126,0.428474081,0.360885407,0.982257184,0.154844516,0.967239216,0.691951789,0.82203826
0.163506076,0.206747408,0.358898522,0.120124148,0.255531659,0.467040668,0.46644185,0.594253696,0.510461419,0.173600698,0.455924245,0.935629849,0.927004836,0.816755764,0.288010621,0.664799779,0.740868247,0.311258897
0.678704454,0.422320578,0.327337048,0.183124127,0.896260382,0.684399559,0.78404285,0.32167349,0.371199802,0.573007019,0.631840369,0.174353172,0.503370772,0.452084668,0.915041561,0.642727684,0.41937558,0.038461123
0.346746255,0.339860419,0.237739325,0.211636381,0.1097172,0.121945114,0.25636919,0.994325697,0.873194499,0.107026529,0.916988543,0.283033791,0.923380807,0.826269549,0.979573124,0.162125612,0.618499445,0.124661149
0.347832852,0.741076499,0.483743792,0.391991799,0.277845541,0.468156392,0.452082727,0.366762835,0.64572718,0.262923335,0.628073262,0.75159911,0.378744931,0.697850775,0.03689009,0.009899676,0.659781842,0.968376747
0.76007953,0.488904875,0.739593531,0.360448137,0.096490004,0.30230051,0.749750515,0.332539511,0.738380612,0.944886775,0.435928996,0.821141216,0.258360291,0.382096398,0.410393412,0.107332304,0.459512994,0.146169323
0.104240176,0.674557068,0.499295601,0.389885346,0.387662798,0.319568696,0.725810674,0.990577524,0.328421439,0.908155406,0.706857584,0.752553228,0.391029817,0.479536548,0.907816559,0.291281182,0.867392732,0.810874752
0.900824308,0.11154434,0.8037025,0.095129606,0.56307568,0.73544406,0.656093086,0.771862978,0.322175337,0.46170808,0.244713489,0.456573648,0.894369135,0.816321581,0.999754466,0.555971832,0.995400139,0.029512266
0.439084298,0.047352103,0.933764999,0.714981047,0.043687694,0.962981383,0.865078184,0.117041755,0.629764215,0.225578533,0.922617619,0.857435936,0.836394286,0.784333774,0.340099195,0.171453788,0.962118308,0.810847686
0.15479741,0.217393819,0.816832922,0.742757111,0.711981813,0.007647994,0.914537079,0.944034765,0.646027472,0.291128939,0.229017158,0.667768044,0.413832997,0.41619657,0.930638748,0.984018611,0.431908603,0.719381944
0.325802396,0.506998654,0.472587457,0.76676895,0.510173121,0.596988357,0.641345898,0.447373033,0.725200496,0.662419387,0.728394239,0.922968869,0.444220845,0.361012033,0.764811902,0.068216768,0.405945774,0.490585142
0.489911859,0.360248305,0.112880312,0.907122477,0.747882894,0.515144111,0.361275106,0.74588588,0.442282972,0.257682379,0.917250207,0.56223756,0.840722609,0.15075624,0.484997474,0.876126087,0.112373795,0.191833788
0.582274354,0.379698546,0.326325428,0.172005577,0.253389643,0.157119209,0.863539344,0.425083208,0.770533881,0.368328259,0.223397923,0.678638025,0.443556076,0.858971695,0.804578002,0.647164546,0.655006418,0.008628536
0.688023411,0.161038314,0.612714378,0.828889822,0.372143484,0.660057709,0.228040846,0.474370772,0.152485174,0.368131433,0.91644816,0.593216915,0.806327125,0.216435427,0.494968752,0.020475025,0.303484199,0.946120274
0.755834308,0.030014586,0.184791141,0.638092416,0.633750123,0.8127194,0.204630182,0.67455138,0.150064619,0.517052163,0.35298967,0.562233602,0.190294347,0.978758061,0.99541315,0.107220216,0.734428812,0.298760869
0.418005388,0.135980212,0.082084762,0.313682119,0.491883465,0.49819639,0.479746705,0.471266751,0.456156785,0.070207071,0.189638089,0.756630299,0.424845465,0.548054917,0.263378936,0.81513407,0.880754903,0.210045401
0.124493939,0.659348428,0.415849794,0.587664744,0.650101262,0.860328165,0.663016832,0.877323716,0.718505956,0.88506217,0.902606358,0.771987524,0.647203503,0.568629563,0.99682709,0.484267207,0.898455809,0.022820313
0.6850639,0.482194431,0.990900372,0.573801746,0.926464367,0.987144979,0.092268408,0.966819211,0.045803866,0.895748778,0.676468413,0.266272834,0.059390417,0.547225061,0.401425067,0.673265129,0.874234987,0.604970868
0.854214715,0.739868444,0.48871453,0.890272803,0.190189473,0.594137795,0.275465662,0.628728652,0.727677043,0.793388146,0.928320038,0.532617078,0.812871969,0.88251485,0.209059876,0.336909224,0.466969272,0.51386439
0.912713072,0.001500654,0.829679729,0.541392533,0.042451662,0.732040482,0.046065965,0.074228068,0.775050481,0.29048132,0.793971027,0.236056564,0.065263637,0.624196473,0.942376919,0.619118601,0.520641145,0.097504998
0.837475172,0.325539932,0.920164003,0.478218198,0.957927618,0.5260815,0.639695038,0.28160413,0.854168561,0.220906263,0.298616283,0.983607297,0.917092947,0.409927827,0.127625697,0.671978301,0.222177189,0.671032088
0.082644305,0.06861583,0.138259598,0.511068155,0.114415805,0.617528705,0.051369503,0.140797337,0.641119212,0.617425208,0.998763681,0.908228095,0.226046982,0.94592508,0.715485304,0.497345883,0.373779422,0.4753949
0.68257243,0.184823649,0.185869096,0.152548762,0.872483626,0.397727952,0.699414069,0.778989886,0.500575903,0.732647396,0.342342505,0.918413949,0.207787158,0.932046781,0.33985249,0.600927017,0.057248194,0.345078669
0.200230049,0.621902101,0.430946001,0.275110956,0.065881689,0.869890915,0.600965818,0.2698066,0.45827819,0.884389301,0.315853158,0.732785219,0.99451577,0.989652389,0.120978257,0.733025502,0.386569155,0.81799985
0.65619395,0.973015587,0.993845953,0.098105093,0.656098527,0.966269029,0.8176387,0.425182032,0.572144764,0.743305258,0.450043568,0.351179408,0.181111118,0.798021812,0.71703133,0.519901436,0.649309356,0.630802014
0.651114722,0.901315592,0.972068077,0.281055783,0.069578074,0.561264917,0.584021791,0.869166184,0.387416031,0.351487612,0.403388221,0.238013382,0.664369515,0.055346066,0.829568594,0.37694427,0.307841668,0.641732001
0.232382313,0.025604071,0.757203583,0.740153439,0.716912766,0.586512049,0.317924121,0.018208647,0.99336905,0.895533579,0.748862161,0.508469551,0.181676428,0.480636264,0.668525719,0.383671551,0.079665621,0.889400756
0.314112443,0.803945242,0.555859486,0.840777229,0.412977618,0.540266626,0.041698202,0.174789189,0.753096535,0.552016465,0.780880748,0.100366435,0.989492437,0.702100716,0.292979944,0.996779356,0.931567679,0.849238396
0.196900348,0.803741265,0.628381933,0.438684179,0.405755909,0.551446472,0.887453051,0.646650086,0.568551196,0.360314459,0.670849911,0.948452052,0.296480191,0.958326252,0.445011005,0.40224056,0.442339891,0.682444261
0.6559898,0.664771316,0.725313234,0.6360455,0.681853566,0.29474981,0.115680718,0.241993283,0.038749906,0.55361548,0.144133264,0.125850467,0.86608782,0.097492263,0.891528685,0.477478849,0.307251254,0.497696187
0.944326563,0.176581571,0.788525686,0.355465048,0.193791422,0.628958353,0.83513744,0.326906044,0.027651166,0.837446491,0.726204211,0.029841596,0.10558076,0.325150278,0.6020184,0.762761733,0.018323373,0.667247476
0.015349193,0.277871478,0.108361587,0.933653055,0.804865611,0.852234292,0.434849887,0.497235307,0.420598248,0.048362793,0.403240696,0.205025208,0.706840448,0.31481423,0.784010164,0.085376486,0.915064935,0.970634136
0.996425843,0.900159118,0.485674333,0.708513679,0.619294401,0.295179495,0.986708119,0.855648462,0.128759713,0.905754789,0.619398621,0.386306637,0.465863544,0.993636807,0.954515763,0.208545128,0.136877676,0.579659139
0.483468988,0.230854877,0.531281873,0.382403482,0.891702494,0.528621297,0.371205223,0.544368988,0.926670515,0.756764269,0.763494521,0.299026849,0.983121872,0.161626528,0.44562945,0.148476275,0.178074477,0.911017448
0.434837553,0.79953244,0.38830172,0.332281076,0.753596712,0.777742668,0.787536827,0.069478574,0.618737388,0.832059534,0.828626491,0.908824956,0.004623525,0.57228773,0.084272268,0.449528599,0.781243879,0.766447799
0.234607317,0.01165854,0.417091743,0.815421458,0.595120708,0.621622808,0.733939202,0.897630544,0.205613747,0.92989334,0.725690842,0.146684375,0.768519541,0.193101632,0.191666168,0.668149422,0.018283247,0.857276326
0.292952412,0.258404944,0.244046326,0.260036275,0.867744586,0.633639732,0.08930891,0.552751683,0.265636613,0.351828938,0.736397012,0.692048718,0.272289024,0.390682479,0.170484901,0.940031319,0.785673684,0.29846475
0.314416626,0.939380293,0.115454368,0.599452356,0.714828569,0.437968365,0.070030244,0.353696923,0.886741043,0.645865651,0.416548682,0.124026114,0.074103488,0.08960576,0.564505948,0.849498497,0.910800642,0.317045296
0.692747285,0.13819884,0.833421293,0.681244924,0.691180928,0.446598513,0.107006715,0.675787318,0.881366972,0.568260178,0.31488102,0.23100616,0.663312481,0.629768812,0.077862115,0.287293012,0.271735917,0.60889227
0.742377494,0.753555186,0.981008946,0.200559498,0.155635144,0.707580048,0.681495321,0.921677731,0.055888065,0.696799797,0.509241892,0.420017668,0.338884127,0.390692406,0.81163968,0.213661932,0.22160562,0.258037677
0.084813057,0.110022932,0.496184041,0.63754171,0.487425028,0.161038923,0.58787512,0.955274664,0.902598201,0.779035618,0.572633669,0.287774698,0.284160484,0.992694175,0.02298223,0.217578047,0.720278115,0.59880674
0.594111546,0.408087286,0.669997728,0.371133658,0.165080827,0.592762589,0.548031333,0.385254997,0.633481335,0.77128356,0.418406657,0.527095884,0.43621667,0.154087002,0.391047831,0.763013186,0.428910014,0.5159349
0.048238585,0.845776001,0.615664626,0.811083221,0.287435816,0.376738896,0.181781306,0.332723891,0.838727454,0.274629939,0.482854277,0.754081614,0.579910859,0.815242251,0.386570431,0.710583142,0.807560086,0.65918683
0.288170174,0.932901041,0.578304708,0.407428412,0.288382605,0.425804681,0.782368944,0.779882561,0.391724444,0.737429592,0.219464416,0.573317282,0.855891699,0.805363379,0.263703543,0.647262019,0.958032006,0.012265772
0.311727682,0.673171096,0.409494013,0.344355462,0.413244355,0.953154008,0.54593267,0.451177774,0.023260504,0.496307389,0.570699728,0.454588224,0.000213445,0.810565414,0.420669463,0.324177177,0.938540264,0.191741462
0.084459123,0.381693379,0.405979629,0.840471328,0.863234772,0.686884436,0.558248725,0.45672822,0.291122459,0.4894046,0.508732673,0.7676221,0.659197706,0.196583608,0.904965288,0.72420725,0.00390906,0.394190852
0.943777358,0.474970312,0.278456475,0.543995308,0.98232693,0.222670917,0.872109518,0.649807289,0.784712562,0.727533511,0.631642172,0.528360935,0.428754617,0.972349858,0.567020775,0.674941652,0.581075227,0.512570329
0.407585908,0.934733168,0.614316946,0.555369334,0.286593105,0.915836066,0.61001946,0.218040934,0.981437955,0.500329167,0.146336885,0.453779349,0.526758278,0.966224509,0.614365541,0.417262965,0.484149569,0.276054853
0.283205275,0.041951938,0.492336871,0.170761545,0.506030196,0.706739884,0.647314048,0.850936156,0.077569046,0.761655844,0.810003062,0.728878144,0.97265583,0.825221133,0.920181227,0.642169746,0.871510938,0.472044041
0.734291855,0.563039209,0.98048375,0.977008202,0.520084694,0.907539829,0.232621174,0.030799773,0.132228842,0.065842146,0.027438466,0.693117901,0.714324812,0.128778596,0.808463856,0.114416569,0.57201546,0.718485742
0.14096034,0.42811872,0.626288538,0.492559061,0.827770322,0.3471872,0.033718357,0.850486275,0.014863673,0.797585607,0.411633884,0.782060104,0.980201139,0.305599717,0.988320402,0.407084697,0.239461179,0.513742446
0.262750244,0.449658813,0.884597798,0.219237287,0.9801646,0.03967947,0.26026126,0.506537784,0.239680264,0.690988791,0.736858219,0.485614838,0.231403123,0.780408325,0.060884291,0.10744337,0.831241343,0.855249365
0.630506947,0.224308044,0.499636858,0.021006237,0.990473606,0.197871816,0.063189882,0.203999286,0.785915559,0.70794902,0.826887868,0.376953902,0.134605904,0.318867855,0.148349006,0.267106898,0.94467321,0.628578186
0.342167917,0.933508972,0.330560449,0.253546651,0.585863409,0.652140871,0.660969984,0.84044655,0.381391689,0.632622744,0.178905996,0.563735235,0.155010859,0.428904118,0.063310194,0.342726018,0.144734158,0.8669835
0.750637951,0.9534246,0.186472987,0.947717478,0.411333428,0.089239925,0.060545384,0.792172885,0.111831917,0.1538464,0.278362277,0.480952432,0.116740516,0.811874218,0.708962785,0.34174587,0.022687628,0.05783414
0.76039865,0.812413237,0.058352975,0.165758171,0.126889291,0.536518964,0.156192462,0.510383956,0.196281547,0.835430403,0.29365814,0.365025355,0.014691836,0.951900899,0.716386552,0.635224889,0.638525458,0.57555936
0.40649334,0.906292323,0.1628745,0.604441685,0.353624884,0.563291434,0.936331895,0.547014167,0.721242845,0.205140262,0.214200658,0.722595318,0.412096959,0.453540527,0.85794254,0.849911211,0.08945746,0.568612396
0.051020347,0.611270527,0.695470935,0.226290254,0.325552829,0.575232829,0.169915218,0.641786358,0.375400318,0.775836055,0.956050292,0.446958811,0.731053714,0.218331782,0.517456017,0.074035917,0.201631071,0.67388733
0.053225562,0.437632367,0.685961123,0.916150644,0.883317287,0.107361802,0.245835262,0.683530686,0.363100217,0.115616614,0.27928478,0.129027748,0.381611259,0.80081716,0.2764945,0.050093985,0.252673898,0.95832175
0.936748291,0.90613449,0.764611313,0.980328531,0.993492147,0.301403981,0.937649901,0.187921214,0.218392293,0.294756252,0.813439809,0.588865942,0.754006257,0.228180518,0.477294956,0.884754919,0.101935362,0.286743809
0.454805926,0.253777401,0.0033607,0.151146739,0.579805422,0.743350358,0.401704795,0.615467863,0.379683747,0.868734519,0.372071669,0.479697826,0.084331261,0.532710289,0.352191969,0.615649937,0.121755779,0.277622822
0.922483244,0.927849308,0.916027463,0.530243243,0.36611901,0.553682912,0.359930405,0.154140155,0.331240825,0.710092976,0.583592911,0.172276189,0.930619424,0.316472049,0.246020908,0.388067622,0.567457768,0.598340315
0.172649805,0.940646458,0.627190356,0.1148571,0.999019279,0.498795843,0.417864019,0.96190024,0.839278352,0.830110193,0.389291943,0.812929708,0.879420434,0.455053696,0.979975389,0.113744113,0.352470764,0.573894366
0.565368249,0.10770349,0.272115673,0.752627211,0.370937429,0.829491014,0.702843597,0.240193441,0.900256022,0.459075447,0.694399314,0.784693392,0.778146639,0.713779457,0.16778197,0.337885626,0.432080379,0.548907564
0.853365578,0.751731317,0.666008721,0.409612773,0.989051301,0.449092175,0.382081443,0.579329779,0.149331956,0.010916359,0.054405224,0.604813208,0.608784413,0.787687874,0.389053544,0.118603788,0.862462022,0.815744708
0.370306226,0.783279378,0.975200625,0.515867783,0.170514486,0.898605303,0.852155813,0.721467454,0.212257993,0.25379518,0.05880142,0.662400103,0.350379705,0.458527949,0.785656168,0.192975615,0.493159321,0.609964259
0.567993101,0.664983267,0.872658554,0.123908422,0.977059851,0.630072325,0.634496204,0.761013361,0.737549392,0.260229084,0.163931978,0.763427561,0.97168879,0.166757236,0.416468203,0.989481037,0.945485568,0.679925926
0.381776006,0.675076704,0.20890423,0.299088632,0.174423325,0.270275566,0.887945089,0.38756932,0.869317054,0.049956577,0.9905786,0.534882374,0.511384122,0.219914458,0.940065511,0.063652115,0.982512492,0.234764106
0.756491218,0.010796077,0.075434533,0.073206347,0.805636298,0.000798041,0.878859571,0.546485949,0.692727088,0.46084868,0.427342714,0.079984019,0.496633325,0.278815846,0.254584369,0.161959711,0.256109029,0.387468244
0.704125519,0.907523813,0.539010806,0.060444989,0.117570163,0.156439958,0.703773037,0.890494561,0.916537024,0.681493683,0.969003165,0.688768802,0.257589817,0.965973182,0.157733312,0.984876157,0.721641451,0.184784669
0.609877967,0.716879819,0.386494908,0.2179235,0.001700535,0.137764645,0.515197918,0.5180996,0.145360876,0.320074781,0.217256715,0.78168904,0.74284471,0.054716964,0.875903118,0.069014795,0.41142631,0.49388459
0.82694842,0.439750119,0.724516157,0.528388908,0.263041765,0.546542943,0.278850686,0.65897863,0.90144358,0.929532585,0.88685383,0.92656443,0.919309824,0.170975378,0.1636222,0.012725479,0.734970782,0.910531402
0.978941368,0.179890171,0.427565605,0.858337493,0.19947838,0.565898467,0.260988774,0.681746506,0.969807725,0.387810713,0.743007738,0.305979046,0.131160889,0.356922167,0.257666327,0.998702043,0.710019455,0.178534257
0.336992256,0.967470261,0.277292368,0.143173984,0.026123413,0.650249669,0.585320354,0.668221296,0.188916521,0.558575943,0.811692274,0.10010803,0.699415937,0.565180164,0.097764988,0.166848462,0.570390907,0.087238521
0.112428484,0.145476472,0.765901719,0.492609528,0.113098692,0.725823401,0.692702293,0.331353983,0.063575728,0.125118847,0.900029407,0.518580388,0.087404655,0.235368574,0.245591977,0.930066482,0.572486385,0.541379579
0.512459692,0.181509639,0.778293463,0.571345235,0.80335754,0.164752921,0.051012898,0.826815815,0.87797741,0.343689855,0.195493271,0.4070291,0.894605139,0.771256813,0.652201117,0.825844968,0.284866121,0.712528533
0.538169781,0.942621616,0.911965797,0.95545895,0.406941297,0.175362323,0.820692598,0.927671328,0.215313615,0.886116391,0.367209582,0.464514731,0.212488479,0.219807965,0.021017281,0.901227413,0.834947575,0.773233973
0.736556063,0.555274607,0.585973581,0.281163264,0.757130289,0.816064786,0.878127459,0.48164961,0.375197708,0.590379615,0.532027196,0.488354557,0.775469826,0.126185385,0.570455743,0.812592997,0.883465558,0.369152681
0.327925761,0.925612317,0.745150545,0.674562425,0.875130591,0.617949363,0.513791058,0.485266528,0.106768845,0.916324761,0.994725892,0.484324219,0.63783262,0.846716636,0.987641234,0.042587136,0.860475554,0.80536571
0.767079684,0.824221716,0.08173449,0.84026528,0.890587109,0.522753186,0.482198347,0.279040596,0.487977994,0.115381377,0.932061692,0.702631332,0.606642663,0.531688626,0.219555124,0.278448406,0.971418566,0.635061876
0.806691956,0.588100247,0.081504237,0.969066602,0.753571253,0.063166526,0.80395344,0.801219594,0.119118283,0.574786985,0.210173982,0.356132079,0.432538482,0.78936398,0.904145806,0.837297914,0.862077047,0.758982441
0.800672564,0.620682926,0.656545902,0.482879289,0.673182938,0.636215242,0.381540353,0.491759663,0.587726388,0.599956657,0.66654639,0.773270576,0.051736186,0.427658585,0.384897232,0.586447351,0.215654475,0.313893152
0.728086548,0.487921516,0.021332743,0.587415528,0.69429227,0.328128997,0.531097082,0.897497695,0.327604591,0.277233151,0.210120138,0.077428559,0.38115639,0.488673146,0.759448754,0.505141759,0.830999573,0.322530313
0.986480309,0.756072685,0.913310498,0.683060735,0.872535551,0.728896594,0.731844354,0.061661756,0.244699806,0.788311687,0.979262878,0.809488742,0.497570155,0.710220047,0.211223714,0.863011093,0.894602458,0.019922289
0.060572746,0.852463352,0.408379421,0.163609315,0.068089626,0.757840802,0.192063637,0.354604705,0.645528099,0.024375236,0.284743121,0.079271972,0.498614031,0.479900416,0.83970227,0.875430858,0.755170267,0.321266161
0.379832526,0.861435539,0.822215562,0.531190854,0.801401717,0.614340636,0.02863335,0.740408467,0.534705202,0.486845401,0.199646665,0.669670142,0.581079918,0.32551593,0.261036663,0.664435708,0.903527188,0.650425876
0.934734636,0.935812061,0.083332694,0.316784252,0.022867737,0.496236349,0.716121711,0.801245661,0.673867677,0.436932474,0.791467339,0.254942118,0.035052493,0.224646882,0.838238783,0.12240659,0.590152873,0.700596014
0.993759492,0.291441728,0.27012527,0.970460235,0.468065442,0.394561389,0.757656255,0.104445288,0.457559065,0.518953806,0.323629339,0.961261502,0.331230505,0.255756478,0.088619419,0.965312255,0.390339064,0.064655993
0.280575999,0.21467106,0.887661247,0.090246165,0.320626667,0.436881776,0.721910735,0.308934867,0.128846743,0.038661859,0.533027216,0.393397726,0.257262614,0.82041808,0.809180053,0.668545124,0.428363663,0.178107761
0.936123342,0.404301029,0.589668386,0.069956473,0.172070178,0.588860593,0.797191556,0.940734131,0.27289966,0.785112671,0.223622937,0.268915982,0.050764865,0.881817629,0.52448657,0.882840871,0.538927208,0.217805634
0.544374287,0.402931747,0.10844366,0.810133784,0.178527869,0.138596568,0.433592319,0.200827877,0.838849501,0.413874338,0.826530057,0.382575913,0.470781868,0.861744039,0.091055509,0.327588816,0.6870566,0.631063164
